image_file	caption
Flicker8k_Dataset/2437266971_b91a8f9a00.jpg	<start> Seorang pria membagikan selebaran sambil memakai topeng. <end>
Flicker8k_Dataset/2437266971_b91a8f9a00.jpg	<start> Seorang pria dengan kemeja biru dan dasi mengenakan topeng putih sambil membagi-bagikan kertas. <end>
Flicker8k_Dataset/2437266971_b91a8f9a00.jpg	<start> Seorang pria dengan kancing baju dan dasi mengenakan topeng tersenyum. <end>
Flicker8k_Dataset/2437266971_b91a8f9a00.jpg	<start> Seorang pria bertopeng dengan kemeja biru dan dasi memegang kertas di depannya. <end>
Flicker8k_Dataset/2437266971_b91a8f9a00.jpg	<start> Pria berpakaian bisnis dengan topeng Guy Fawkes memegang kertas saat protes. <end>
Flicker8k_Dataset/2541901399_0a57f4cc76.jpg	<start> Seorang anak kecil berjalan dengan seorang wanita mengenakan warna merah di kursi roda. <end>
Flicker8k_Dataset/2541901399_0a57f4cc76.jpg	<start> balita dalam kostum hijau dan kuning diikuti oleh wanita berkursi roda dengan sweater merah melewati bangku kayu. <end>
Flicker8k_Dataset/2541901399_0a57f4cc76.jpg	<start> Seorang wanita di kursi roda dan balita di taman. <end>
Flicker8k_Dataset/2541901399_0a57f4cc76.jpg	<start> Seorang wanita di kursi roda dan sweater oranye mengikuti seorang anak muda di taman. <end>
Flicker8k_Dataset/2541901399_0a57f4cc76.jpg	<start> Seorang wanita berkursi roda mengikuti seorang anak muda di taman. <end>
Flicker8k_Dataset/2970183443_accd597e0a.jpg	<start> Seorang pria dan seorang anak melihat anjing melompat untuk menangkap bola. <end>
Flicker8k_Dataset/2970183443_accd597e0a.jpg	<start> Seorang pria dan seorang anak berdiri di dekat anjing yang melompat. <end>
Flicker8k_Dataset/2970183443_accd597e0a.jpg	<start> Seorang pria dan seorang anak kecil menonton kecil mereka, anjing putih menangkap mainan di udara. <end>
Flicker8k_Dataset/2970183443_accd597e0a.jpg	<start> Seekor anjing hitam kecil dan putih menangkap bola di udara sebagai seorang pria dan anak terlihat di. <end>
Flicker8k_Dataset/2970183443_accd597e0a.jpg	<start> Anjing putih kecil dengan tempat di belakang melompat di udara dengan sepak bola di mulut dengan anak kecil dan laki-laki menonton. <end>
Flicker8k_Dataset/3555573680_41c1540a86.jpg	<start> Seorang pria dengan pakaian renang bunga memakai satu ski saat ditarik oleh tali. <end>
Flicker8k_Dataset/3555573680_41c1540a86.jpg	<start> Seorang pria melakukan lompatan pada wakeboard di dalam air. <end>
Flicker8k_Dataset/3555573680_41c1540a86.jpg	<start> Seorang pria di waterski adalah melakukan melompat di udara. <end>
Flicker8k_Dataset/3555573680_41c1540a86.jpg	<start> Seorang pria naik wakeboard di danau <end>
Flicker8k_Dataset/3555573680_41c1540a86.jpg	<start> Seorang pria meluncur melalui udara dekat dermaga. <end>
Flicker8k_Dataset/3329793486_afc16663cc.jpg	<start> Seorang pria di snowboard adalah grinding jalan. <end>
Flicker8k_Dataset/3329793486_afc16663cc.jpg	<start> a skier on a snowy ski jump <end>
Flicker8k_Dataset/3329793486_afc16663cc.jpg	<start> Sebuah snowboarder adalah naik turun jalan di tengah-tengah salju. <end>
Flicker8k_Dataset/3329793486_afc16663cc.jpg	<start> Sebuah snowboarder mempersiapkan diri untuk pergi ke jalan. <end>
Flicker8k_Dataset/3329793486_afc16663cc.jpg	<start> Snowboarding praktek di lereng bukit bersalju <end>
Flicker8k_Dataset/3262386960_14f5d857db.jpg	<start> Beberapa pemain memamerkan keterampilan jousting mereka di gym. <end>
Flicker8k_Dataset/3262386960_14f5d857db.jpg	<start> Orang-orang bertopeng berpagar. <end>
Flicker8k_Dataset/3262386960_14f5d857db.jpg	<start> Dua penadah duel lengkap di gym. <end>
Flicker8k_Dataset/3262386960_14f5d857db.jpg	<start> Dua penjepit gigi berkelahi di kelas anggar <end>
Flicker8k_Dataset/3262386960_14f5d857db.jpg	<start> Dua penadah dalam setelan putih dan masker hitam bersaing dalam pengaturan gimnasium. <end>
Flicker8k_Dataset/3460458114_35037d4d4c.jpg	<start> Seorang anak membalik keluar dari intertube merah muda sementara seorang anak laki-laki di jam hijau. <end>
Flicker8k_Dataset/3460458114_35037d4d4c.jpg	<start> Anak laki-laki telah melakukan flip kembali ke kolam renang sementara anak lain menonton. <end>
Flicker8k_Dataset/3460458114_35037d4d4c.jpg	<start> Dua anak laki-laki bermain-main di kolam renang dengan penyelamat karet <end>
Flicker8k_Dataset/3460458114_35037d4d4c.jpg	<start> Dua anak laki-laki di kolam renang dengan dua rakit tabung. <end>
Flicker8k_Dataset/3460458114_35037d4d4c.jpg	<start> Dua orang berada di kolam renang dan satu jatuh dari innertube nya. <end>
Flicker8k_Dataset/3549011001_26cace3646.jpg	<start> Sebuah perahu kecil membawa dua orang bergerak melalui air. <end>
Flicker8k_Dataset/3549011001_26cace3646.jpg	<start> Orang-orang dengan perahu coklat mengapung di jalan kota yang dibangun di atas air. <end>
Flicker8k_Dataset/3549011001_26cace3646.jpg	<start> Tiga orang naik perahu melalui kanal antara bangunan. <end>
Flicker8k_Dataset/3549011001_26cace3646.jpg	<start> Tiga orang naik perahu kayu di tengah kota. <end>
Flicker8k_Dataset/3549011001_26cace3646.jpg	<start> Tiga orang di perahu kayu di depan bangunan <end>
Flicker8k_Dataset/3628103548_2708abcda2.jpg	<start> sebuah band tampil. <end>
Flicker8k_Dataset/3628103548_2708abcda2.jpg	<start> Seorang wanita pirang berdiri di belakang mikrofon. <end>
Flicker8k_Dataset/3628103548_2708abcda2.jpg	<start> Seorang wanita tua bernyanyi dan bermain musik. <end>
Flicker8k_Dataset/3628103548_2708abcda2.jpg	<start> Seorang wanita bermain gitar dan bernyanyi di latar depan dan tiga orang lain tampil di belakangnya. <end>
Flicker8k_Dataset/3628103548_2708abcda2.jpg	<start> Seorang wanita bernyanyi dan bermain gitar akustik dan tiga orang menemani dia. <end>
Flicker8k_Dataset/2090723611_318031cfa5.jpg	<start> Anjing berjalan di lapangan berumput. <end>
Flicker8k_Dataset/2090723611_318031cfa5.jpg	<start> Besar anjing berbulu abu-abu berdiri di rumput di depan anjing cokelat. <end>
Flicker8k_Dataset/2090723611_318031cfa5.jpg	<start> seekor anjing berdiri di antara rumput - rumput dengan lidah yang bergelantungan dan seekor anjing cokelat di latar belakang <end>
Flicker8k_Dataset/2090723611_318031cfa5.jpg	<start> Dua anjing dari jenis yang berbeda berdiri di padang rumput. <end>
Flicker8k_Dataset/2090723611_318031cfa5.jpg	<start> Dua anjing berdiri di rumput. <end>
Flicker8k_Dataset/1402641725_5e027ecaa7.jpg	<start> Empat anak bermain di atas bukit pasir. <end>
Flicker8k_Dataset/1402641725_5e027ecaa7.jpg	<start> Empat anak bermain di pasir di pantai. <end>
Flicker8k_Dataset/1402641725_5e027ecaa7.jpg	<start> Empat anak bermain di bukit pasir. <end>
Flicker8k_Dataset/1402641725_5e027ecaa7.jpg	<start> Empat anak meluncur menuruni gunung pasir. <end>
Flicker8k_Dataset/1402641725_5e027ecaa7.jpg	<start> Empat anak bergulir dan meluncur menuruni bukit pasir. <end>
Flicker8k_Dataset/97731718_eb7ba71fd3.jpg	<start> Sebuah gerobak berisi dua orang ditarik oleh kuda dalam hujan. <end>
Flicker8k_Dataset/97731718_eb7ba71fd3.jpg	<start> kuda didorong kereta berjalan melalui badai hujan. <end>
Flicker8k_Dataset/97731718_eb7ba71fd3.jpg	<start> Kuda hitam dan putih membawa gerobak dengan orang-orang melalui hujan. <end>
Flicker8k_Dataset/97731718_eb7ba71fd3.jpg	<start> Orang-orang menikmati kuda menarik kereta terbuka dalam hujan. <end>
Flicker8k_Dataset/97731718_eb7ba71fd3.jpg	<start> Kuda-kuda menarik kereta, memegang orang dan anjing, melalui hujan. <end>
Flicker8k_Dataset/2561341745_2d77d3ff7d.jpg	<start> Seorang gadis kurus dalam hitam merokok rokok. <end>
Flicker8k_Dataset/2561341745_2d77d3ff7d.jpg	<start> Seorang wanita berpakaian hitam putih merokok di daerah berumput. <end>
Flicker8k_Dataset/2561341745_2d77d3ff7d.jpg	<start> Seorang wanita mengenakan rok kotak-kotak berdiri sambil memegang rokok. <end>
Flicker8k_Dataset/2561341745_2d77d3ff7d.jpg	<start> Wanita dengan mantel hitam berdiri dengan rokok di tangannya. <end>
Flicker8k_Dataset/2561341745_2d77d3ff7d.jpg	<start> Wanita mengenakan berdiri hitam dan merokok. <end>
Flicker8k_Dataset/3432634159_1eb9a73306.jpg	<start> Seorang wanita dengan mantel hitam duduk dengan banyak orang di sekelilingnya. <end>
Flicker8k_Dataset/3432634159_1eb9a73306.jpg	<start> Seorang wanita bersarung duduk dengan orang lain. <end>
Flicker8k_Dataset/3432634159_1eb9a73306.jpg	<start> sekelompok kecil orang duduk bersama-sama di luar. <end>
Flicker8k_Dataset/3432634159_1eb9a73306.jpg	<start> Seorang wanita di sebuah headscarf duduk dekat anak-anak dalam kotak dihiasi dengan bunga dan balon. <end>
Flicker8k_Dataset/3432634159_1eb9a73306.jpg	<start> Wanita tua duduk dengan anak-anak dikelilingi oleh sungai. <end>
Flicker8k_Dataset/2715155329_1ed1756000.jpg	<start> Seorang pria tersenyum dan menunjukkan kacamata reflektifnya. <end>
Flicker8k_Dataset/2715155329_1ed1756000.jpg	<start> Seorang pria memakai kacamata hitam reflektif di kerumunan. <end>
Flicker8k_Dataset/2715155329_1ed1756000.jpg	<start> Seorang pria memakai kacamata hitam reflektif menawarkan senyum lebar menunjukkan semua giginya! <end>
Flicker8k_Dataset/2715155329_1ed1756000.jpg	<start> Seorang pria dengan kepala dicukur dan kacamata hitam tersenyum lebar. <end>
Flicker8k_Dataset/2715155329_1ed1756000.jpg	<start> Tersenyum pria dengan kelas reflektif. <end>
Flicker8k_Dataset/505955292_026f1489f2.jpg	<start> Seorang anak mengendarai kuda. <end>
Flicker8k_Dataset/505955292_026f1489f2.jpg	<start> Seorang anak mengendarai kuda telanjang coklat. <end>
Flicker8k_Dataset/505955292_026f1489f2.jpg	<start> Anak dengan kemeja ungu dan bluejeans adalah atas kuda coklat. <end>
Flicker8k_Dataset/505955292_026f1489f2.jpg	<start> Anak itu kembali ke kuda dengan memegang rambutnya. <end>
Flicker8k_Dataset/505955292_026f1489f2.jpg	<start> Anak kecil itu ada di punggung kuda. <end>
Flicker8k_Dataset/2864634088_d087494dff.jpg	<start> Sekelompok orang mengendarai sepeda menyalakan jalan. <end>
Flicker8k_Dataset/2864634088_d087494dff.jpg	<start> sekelompok besar sepeda balap di jalan <end>
Flicker8k_Dataset/2864634088_d087494dff.jpg	<start> Barisan pria bersepeda bersaing dalam perlombaan <end>
Flicker8k_Dataset/2864634088_d087494dff.jpg	<start> Kerumunan sepeda yang kencang berbelok tajam dalam perlombaan. <end>
Flicker8k_Dataset/2864634088_d087494dff.jpg	<start> Banyak pengendara sepeda bersepeda selama balapan. <end>
Flicker8k_Dataset/2709683703_5385ea9ef4.jpg	<start> Seorang pria menyemprotkan air ke mulut anjing putih dengan pistol air. <end>
Flicker8k_Dataset/2709683703_5385ea9ef4.jpg	<start> Seorang pria menyemprotkan air super ke dalam mulut anjing. <end>
Flicker8k_Dataset/2709683703_5385ea9ef4.jpg	<start> Seorang pemuda menyemprotkan air dari pistol air ke mulut anjing. <end>
Flicker8k_Dataset/2709683703_5385ea9ef4.jpg	<start> Man menyemprotkan pistol air di mulut anjing <end>
Flicker8k_Dataset/2709683703_5385ea9ef4.jpg	<start> Pemuda dengan pistol air menembak air ke dalam mulut anjing putih. <end>
Flicker8k_Dataset/964197865_0133acaeb4.jpg	<start> Seorang bayi mencoba memakan mainan plastik merah besar di luar ruangan. <end>
Flicker8k_Dataset/964197865_0133acaeb4.jpg	<start> Bayi pirang mengunyah mainan merah. <end>
Flicker8k_Dataset/964197865_0133acaeb4.jpg	<start> Seorang balita pirang menempatkan mulutnya di tepi mainan plastik merah. <end>
Flicker8k_Dataset/964197865_0133acaeb4.jpg	<start> Seorang anak bermain dengan mainan di rumput. <end>
Flicker8k_Dataset/964197865_0133acaeb4.jpg	<start> Seorang anak dengan mulutnya di atas mainan plastik merah. <end>
Flicker8k_Dataset/2650485780_29d89268d7.jpg	<start> Sekelompok anak-anak di ruang bawah tanah gereja memainkan maracas dan tamborin. <end>
Flicker8k_Dataset/2650485780_29d89268d7.jpg	<start> Sekelompok anak-anak bermain tamborin. <end>
Flicker8k_Dataset/2650485780_29d89268d7.jpg	<start> sekelompok anak-anak muda menyanyikan lagu dan memainkan instrumen. <end>
Flicker8k_Dataset/2650485780_29d89268d7.jpg	<start> Enam anak berturut-turut dengan alat musik kecil. <end>
Flicker8k_Dataset/2650485780_29d89268d7.jpg	<start> Enam anak bermain alat musik dan bernyanyi dalam apa yang tampaknya gereja. <end>
Flicker8k_Dataset/616177206_0e16c33f6b.jpg	<start> Seorang polisi hitam tersenyum pada seorang wanita yang lebih besar <end>
Flicker8k_Dataset/616177206_0e16c33f6b.jpg	<start> Seorang polisi menyeringai seorang wanita mengenakan manik-manik di jalan yang ramai <end>
Flicker8k_Dataset/616177206_0e16c33f6b.jpg	<start> Seorang polisi memeluk seorang wanita di jalan. <end>
Flicker8k_Dataset/616177206_0e16c33f6b.jpg	<start> Seorang polisi memiliki lengannya di sekitar seorang wanita di jalan. <end>
Flicker8k_Dataset/616177206_0e16c33f6b.jpg	<start> Seorang wanita mengobrol dengan polisi yang tersenyum. <end>
Flicker8k_Dataset/3273489163_8209545810.jpg	<start> Sebuah kelompok berdiri di atas ubin berwarna cokelat. <end>
Flicker8k_Dataset/3273489163_8209545810.jpg	<start> banyak orang berdiri sekitar membaca. <end>
Flicker8k_Dataset/3273489163_8209545810.jpg	<start> Orang-orang berdiri di peron kereta api membaca koran. <end>
Flicker8k_Dataset/3273489163_8209545810.jpg	<start> Orang-orang berdiri membaca kertas sambil menunggu kereta bawah tanah. <end>
Flicker8k_Dataset/3273489163_8209545810.jpg	<start> Orang-orang menunggu kereta di platform ubin. <end>
Flicker8k_Dataset/3082934678_58534e9d2c.jpg	<start> Seekor anjing tan berjalan di trotoar dengan anjing putih berlari di rumput di sampingnya. <end>
Flicker8k_Dataset/3082934678_58534e9d2c.jpg	<start> Dua anjing, satu putih dan satu coklat, berlari bersama satu sama lain dekat lapangan rumput. <end>
Flicker8k_Dataset/3082934678_58534e9d2c.jpg	<start> Dua anjing berlari di jalan. <end>
Flicker8k_Dataset/3082934678_58534e9d2c.jpg	<start> dua anjing tan berjalan sepanjang jalan beton bersama-sama. <end>
Flicker8k_Dataset/3082934678_58534e9d2c.jpg	<start> Dua anjing kuning berjalan berdampingan di jalan. <end>
Flicker8k_Dataset/2289096282_4ef120f189.jpg	<start> Seorang anak mengendarai kereta di jalan hutan. <end>
Flicker8k_Dataset/2289096282_4ef120f189.jpg	<start> Seseorang berguling menuruni bukit mengendarai gerobak sebagai arloji lain. <end>
Flicker8k_Dataset/2289096282_4ef120f189.jpg	<start> seorang anak muda mengendarai gerobak kecil menuruni bukit. <end>
Flicker8k_Dataset/2289096282_4ef120f189.jpg	<start> Anak itu turun bukit di kereta merah. <end>
Flicker8k_Dataset/2289096282_4ef120f189.jpg	<start> Orang ini, duduk di semacam go-cart, sedang berkendara menuruni bukit. <end>
Flicker8k_Dataset/2395967330_7e6ea404f6.jpg	<start> Seorang anak bermain di skuter merah. <end>
Flicker8k_Dataset/2395967330_7e6ea404f6.jpg	<start> Seorang balita mengendarai skuter plastik. <end>
Flicker8k_Dataset/2395967330_7e6ea404f6.jpg	<start> Anak kecil dengan mainan skuter plastik. <end>
Flicker8k_Dataset/2395967330_7e6ea404f6.jpg	<start> Seorang anak kecil mengendarai 3 skuter beroda di trotoar. <end>
Flicker8k_Dataset/2395967330_7e6ea404f6.jpg	<start> Seorang anak kecil dengan skuter roda tiga. <end>
Flicker8k_Dataset/3305767464_d64a336f60.jpg	<start> Seorang anak dengan ikat kepala memainkan drum. <end>
Flicker8k_Dataset/3305767464_d64a336f60.jpg	<start> Seorang drummer duduk di belakang drum dekat dengan seseorang bermain gitar. <end>
Flicker8k_Dataset/3305767464_d64a336f60.jpg	<start> Seorang pria dengan ikat kepala putih memainkan drum di konser. <end>
Flicker8k_Dataset/3305767464_d64a336f60.jpg	<start> Seorang pria dengan ikat kepala putih bermain drum. <end>
Flicker8k_Dataset/3305767464_d64a336f60.jpg	<start> Anak itu bermain drum. <end>
Flicker8k_Dataset/3051998298_38da5746fa.jpg	<start> Seorang pria dengan celana biru dan kuning melompat ke kolam renang. <end>
Flicker8k_Dataset/3051998298_38da5746fa.jpg	<start> Seorang pria menangkap bola di udara saat melompat ke kolam renang. <end>
Flicker8k_Dataset/3051998298_38da5746fa.jpg	<start> Seorang pria di celana renang melompat ke kolam renang sementara dalam pose aneh <end>
Flicker8k_Dataset/3051998298_38da5746fa.jpg	<start> Semut di kolam renang tertutup. <end>
Flicker8k_Dataset/3051998298_38da5746fa.jpg	<start> Orang-orang menyelam ke dalam kolam renang. <end>
Flicker8k_Dataset/3361411074_83f27d2a1c.jpg	<start> Seekor anjing coklat dan putih berlari ke atas bukit berumput. <end>
Flicker8k_Dataset/3361411074_83f27d2a1c.jpg	<start> Seekor anjing berlari ke atas bukit berumput. <end>
Flicker8k_Dataset/3361411074_83f27d2a1c.jpg	<start> Seekor anjing di atas bukit yang berumput. <end>
Flicker8k_Dataset/3361411074_83f27d2a1c.jpg	<start> A dog running uphill <end>
Flicker8k_Dataset/3361411074_83f27d2a1c.jpg	<start> anjing putih dan coklat berlari ke atas bukit berumput. <end>
Flicker8k_Dataset/3532205154_5674b628ea.jpg	<start> Seorang pria memeriksa kalung cantik yang dikenakan seorang wanita. <end>
Flicker8k_Dataset/3532205154_5674b628ea.jpg	<start> Seorang pria berdiri di seberang seorang wanita dan memegang kalungnya sementara dia menatapnya. <end>
Flicker8k_Dataset/3532205154_5674b628ea.jpg	<start> Seorang pria dengan ekspresi terkejut di wajahnya memegang kalung manik-manik yang ada di sekitar leher seorang wanita. <end>
Flicker8k_Dataset/3532205154_5674b628ea.jpg	<start> Pria bertopi hitam memegang kalung wanita berambut coklat itu. <end>
Flicker8k_Dataset/3532205154_5674b628ea.jpg	<start> Ada seorang pria mencari kalung gadis-gadis. <end>
Flicker8k_Dataset/457875937_982588d918.jpg	<start> Dua anjing hitam, coklat dan putih berlari di rumput hijau dengan telinga di atas kepala. <end>
Flicker8k_Dataset/457875937_982588d918.jpg	<start> Dua anjing berlari melalui bidang rumput <end>
Flicker8k_Dataset/457875937_982588d918.jpg	<start> Dua anjing lembut berlari melalui rumput. <end>
Flicker8k_Dataset/457875937_982588d918.jpg	<start> Dua anjing mirip berjalan di rumput hijau. <end>
Flicker8k_Dataset/457875937_982588d918.jpg	<start> Dua anjing kecil berlari melalui rumput. <end>
Flicker8k_Dataset/3767841911_6678052eb6.jpg	<start> Seorang bayi perempuan dengan gaun oranye basah karena ia berdiri di samping sprinkler air. <end>
Flicker8k_Dataset/3767841911_6678052eb6.jpg	<start> Anak balita pirang mengenakan gaun oranye basah dan berdiri di samping sprinkler di halaman. <end>
Flicker8k_Dataset/3767841911_6678052eb6.jpg	<start> Seorang anak dengan gaun sedang melihat sprinkler <end>
Flicker8k_Dataset/3767841911_6678052eb6.jpg	<start> Seorang gadis kecil dengan gaun oranye berjalan melalui sprinkler di halaman. <end>
Flicker8k_Dataset/3767841911_6678052eb6.jpg	<start> Di rumput basah, gadis pirang dengan gaun oranye bermain di sprinkler. <end>
Flicker8k_Dataset/160792599_6a7ec52516.jpg	<start> Sekelompok orang berdiri di pasir melihat keluar air. <end>
Flicker8k_Dataset/160792599_6a7ec52516.jpg	<start> Lima orang melihat keluar menuju laut. <end>
Flicker8k_Dataset/160792599_6a7ec52516.jpg	<start> Lima orang berdiri di depan tubuh air. <end>
Flicker8k_Dataset/160792599_6a7ec52516.jpg	<start> Tiga pria dan dua wanita berdiri menghadap laut dari pantai pada hari yang cerah. <end>
Flicker8k_Dataset/160792599_6a7ec52516.jpg	<start> Dua wanita dan tiga pria melihat lautan. <end>
Flicker8k_Dataset/476233374_e1396998ef.jpg	<start> Seorang anak kecil dan seorang gadis kecil bermain dengan kerikil di pantai. <end>
Flicker8k_Dataset/476233374_e1396998ef.jpg	<start> Seorang anak laki-laki dan perempuan di tepi pantai, melihat tanah <end>
Flicker8k_Dataset/476233374_e1396998ef.jpg	<start> Dua anak-anak bermain di pantai kerikil oleh air <end>
Flicker8k_Dataset/476233374_e1396998ef.jpg	<start> Dua anak kecil bermain di atas kerikil tertutup pantai. <end>
Flicker8k_Dataset/476233374_e1396998ef.jpg	<start> Dua anak kecil berdiri di bebatuan dekat tepi air. <end>
Flicker8k_Dataset/1510078253_96e9ec50e7.jpg	<start> Seekor anjing mencoba menangkap bola. <end>
Flicker8k_Dataset/1510078253_96e9ec50e7.jpg	<start> Seekor anjing dengan taring terungkap akan menggigit bola dengan sidik cakar di atasnya. <end>
Flicker8k_Dataset/1510078253_96e9ec50e7.jpg	<start> Seekor anjing yang terlihat intens akan mengambil bola di tengah bouncing. <end>
Flicker8k_Dataset/1510078253_96e9ec50e7.jpg	<start> Brown dog trying to bite a white ball with yellow, green and blue puppy toes <end>
Flicker8k_Dataset/1510078253_96e9ec50e7.jpg	<start> The brown dog is about to bite a paw print ball. <end>
Flicker8k_Dataset/3443460885_46115463b4.jpg	<start> Seorang gadis dengan kemeja bunga dan jeans berdiri di pantai berbatu melihat ke arah air <end>
Flicker8k_Dataset/3443460885_46115463b4.jpg	<start> Seorang gadis little berdiri di pantai berbatu melihat keluar di air. <end>
Flicker8k_Dataset/3443460885_46115463b4.jpg	<start> Seorang gadis kecil dengan jins berdiri di tepi laut. <end>
Flicker8k_Dataset/3443460885_46115463b4.jpg	<start> Seorang gadis muda berdiri di pantai berbatu melihat air. <end>
Flicker8k_Dataset/3443460885_46115463b4.jpg	<start> Seorang gadis muda berdiri di atas beberapa batu menatap laut. <end>
Flicker8k_Dataset/3462454965_a481809cea.jpg	<start> Sekelompok anjing berjalan di samping kolam melalui lapangan. <end>
Flicker8k_Dataset/3462454965_a481809cea.jpg	<start> beberapa anjing berwarna-warni berjalan melalui rumput. <end>
Flicker8k_Dataset/3462454965_a481809cea.jpg	<start> Tiga anjing hitam, dua dengan tanda tan, berjalan di sepanjang rumput. <end>
Flicker8k_Dataset/3462454965_a481809cea.jpg	<start> Tiga anjing berlari melalui lapangan. <end>
Flicker8k_Dataset/3462454965_a481809cea.jpg	<start> Tiga anjing berjalan di rumput scrubby, meja danau dan piknik di dekatnya. <end>
Flicker8k_Dataset/859620561_de417cac1e.jpg	<start> Seekor anjing coklat menangkap seekor Frisbee di udara. <end>
Flicker8k_Dataset/859620561_de417cac1e.jpg	<start> Seekor anjing melompat di udara untuk menangkap item. <end>
Flicker8k_Dataset/859620561_de417cac1e.jpg	<start> Seekor anjing melompat tinggi di udara untuk menangkap mainan di atas rumput hijau. <end>
Flicker8k_Dataset/859620561_de417cac1e.jpg	<start> Anjing hitam menangkap Frisbee di taman. <end>
Flicker8k_Dataset/859620561_de417cac1e.jpg	<start> Anjing hitam dengan kerah melompat dengan tongkat di mulutnya <end>
Flicker8k_Dataset/2097407245_c798e0dcaf.jpg	<start> Seorang pria dengan jaket musim dingin dan merajut topi berdiri dengan lengannya di sisinya di lanskap salju. <end>
Flicker8k_Dataset/2097407245_c798e0dcaf.jpg	<start> Seorang pria berdiri di atas tanah dengan tangan di udara dengan gunung dan salju di belakangnya. <end>
Flicker8k_Dataset/2097407245_c798e0dcaf.jpg	<start> Seorang pria mengangkat lengannya di pantai berbatu. <end>
Flicker8k_Dataset/2097407245_c798e0dcaf.jpg	<start> Satu orang tunggal dengan tinju di udara dengan besar pegunungan berbatu di latar belakang <end>
Flicker8k_Dataset/2097407245_c798e0dcaf.jpg	<start> Pria dengan tangan terentang berdiri di atas batu berlapis salju. <end>
Flicker8k_Dataset/2848266893_9693c66275.jpg	<start> Seorang pria dengan setelan putih berjalan menyusuri jalan memegang koran. <end>
Flicker8k_Dataset/2848266893_9693c66275.jpg	<start> Seorang pria berjas putih berjalan di luar membawa koran. <end>
Flicker8k_Dataset/2848266893_9693c66275.jpg	<start> seorang pria mengenakan setelan putih memegang koran berjalan melalui jalan-jalan. <end>
Flicker8k_Dataset/2848266893_9693c66275.jpg	<start> Pria yang memegang koran mengenakan setelan putih, kemeja hitam dan sepatu hitam. <end>
Flicker8k_Dataset/2848266893_9693c66275.jpg	<start> Pria itu mengenakan setelan putih dan berjalan di jalan. <end>
Flicker8k_Dataset/3254645823_a7c072481c.jpg	<start> Dua orang di udara snowboarding. <end>
Flicker8k_Dataset/3254645823_a7c072481c.jpg	<start> Dua snowboarder berada di udara di atas salju. <end>
Flicker8k_Dataset/3254645823_a7c072481c.jpg	<start> Dua snowboarder yang ditangguhkan di udara setelah melompat dari lereng salju. <end>
Flicker8k_Dataset/3254645823_a7c072481c.jpg	<start> Dua snowboarder di udara di atas salju. <end>
Flicker8k_Dataset/3254645823_a7c072481c.jpg	<start> Dua snowboarder kuning dan hijau melompat di udara. <end>
Flicker8k_Dataset/3677734351_63d60844cb.jpg	<start> Sepasang suami istri berjalan dan berpegangan tangan. <end>
Flicker8k_Dataset/3677734351_63d60844cb.jpg	<start> a man and a woman walking down a sandy path surrounded by trees <end>
Flicker8k_Dataset/3677734351_63d60844cb.jpg	<start> seorang pria dan wanita berjalan sambil berpegangan tangan di bawah jalur berdaun. <end>
Flicker8k_Dataset/3677734351_63d60844cb.jpg	<start> Seorang pria dan wanita berjalan berdampingan di jalan. <end>
Flicker8k_Dataset/3677734351_63d60844cb.jpg	<start> Seorang pria dengan kemeja putih dan seorang wanita dengan gaun tanpa lengan berjalan menyusuri jalan tanah bersama-sama berpegangan tangan. <end>
Flicker8k_Dataset/197504190_fd1fc3d4b7.jpg	<start> Dua anak laki-laki di lapangan menendang bola sepak bola. <end>
Flicker8k_Dataset/197504190_fd1fc3d4b7.jpg	<start> Dua anak bermain bola di rumput. <end>
Flicker8k_Dataset/197504190_fd1fc3d4b7.jpg	<start> Dua anak bermain dengan bola di rumput. <end>
Flicker8k_Dataset/197504190_fd1fc3d4b7.jpg	<start> Dua anak bermain sepak bola di taman. <end>
Flicker8k_Dataset/197504190_fd1fc3d4b7.jpg	<start> Dua anak laki-laki bermain di luar dengan bola sepak bola mereka di rumput hijau. <end>
Flicker8k_Dataset/3259991972_fce3ab18b2.jpg	<start> Sebuah istirahat penari berputar di kepalanya di luar sebagai penonton menonton kinerja. <end>
Flicker8k_Dataset/3259991972_fce3ab18b2.jpg	<start> Seorang pria berputar di kepalanya di trotoar kota dekat tikar checkerboard. <end>
Flicker8k_Dataset/3259991972_fce3ab18b2.jpg	<start> Seorang pria berdiri di kepalanya di depan kerumunan orang. <end>
Flicker8k_Dataset/3259991972_fce3ab18b2.jpg	<start> Pria berdiri di kepalanya dekat pola hitam dan putih di jalan. <end>
Flicker8k_Dataset/3259991972_fce3ab18b2.jpg	<start> Anak muda istirahat menari di jalan. <end>
Flicker8k_Dataset/3029043380_b28644ea5d.jpg	<start> Seorang pemain tenis wanita bersiap-siap. <end>
Flicker8k_Dataset/3029043380_b28644ea5d.jpg	<start> Seorang gadis bersiap-siap untuk melayani bola dalam permainan tenis. <end>
Flicker8k_Dataset/3029043380_b28644ea5d.jpg	<start> Seorang wanita dengan kemeja putih dan rok hitam di lapangan tenis. <end>
Flicker8k_Dataset/3029043380_b28644ea5d.jpg	<start> Seorang wanita bermain tenis mempersiapkan diri untuk melayani bola. <end>
Flicker8k_Dataset/3029043380_b28644ea5d.jpg	<start> Seorang wanita mengenakan kemeja putih dan pendek, rok hitam bergerak pada hijau, permukaan buatan. <end>
Flicker8k_Dataset/3444974984_963fb441a0.jpg	<start> Seorang wanita tua membaca koran di kantor. <end>
